Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_10,Between visit communication.,64,
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_12,Attention to patient medication cost.,21,
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_2,How well clinicians communicate.,83,
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_3,Patients' rating of clinicians.,79,
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_5,Health promotion and education.,56,
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_8,Courteous and helpful office staff.,86,
"HEALTH FIRST MEDICAL GROUP, LLC",7416100672,FL,CAHPS_GRP_9,Clinicians working together for your care.,79,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",66,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_10,Between visit communication.,55,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_12,Attention to patient medication cost.,20,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_2,How well clinicians communicate.,84,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_3,Patients' rating of clinicians.,81,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_5,Health promotion and education.,61,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_8,Courteous and helpful office staff.,78,
CARDIOVASCULAR MEDICAL ASSOCIATES PC,7416139324,NY,CAHPS_GRP_9,Clinicians working together for your care.,71,
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",45,
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_10,Between visit communication.,,8
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_12,Attention to patient medication cost.,22,
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_2,How well clinicians communicate.,,8
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_3,Patients' rating of clinicians.,,8
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_5,Health promotion and education.,56,
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_8,Courteous and helpful office staff.,82,
"RECONSTRUCTIVE ORTHOPAEDIC ASSOCIATES II, P.C.",7416845318,PA,CAHPS_GRP_9,Clinicians working together for your care.,,8
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",66,
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_10,Between visit communication.,,8
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_12,Attention to patient medication cost.,23,
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_2,How well clinicians communicate.,,8
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_3,Patients' rating of clinicians.,,8
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_5,Health promotion and education.,52,
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_8,Courteous and helpful office staff.,,8
"ORTHOPAEDICS INDIANAPOLIS, INC",7416860663,IN,CAHPS_GRP_9,Clinicians working together for your care.,,8
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_10,Between visit communication.,44,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_12,Attention to patient medication cost.,29,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_2,How well clinicians communicate.,82,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_3,Patients' rating of clinicians.,82,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_5,Health promotion and education.,57,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_8,Courteous and helpful office staff.,76,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_9,Clinicians working together for your care.,74,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",47,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_10,Between visit communication.,57,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_12,Attention to patient medication cost.,20,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_2,How well clinicians communicate.,84,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_3,Patients' rating of clinicians.,85,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_5,Health promotion and education.,60,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
REGENTS OF THE UNIVERSITY OF CALIFORNIA,7416869516,CA,CAHPS_GRP_9,Clinicians working together for your care.,75,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_10,Between visit communication.,56,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_12,Attention to patient medication cost.,22,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_2,How well clinicians communicate.,83,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_3,Patients' rating of clinicians.,79,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_5,Health promotion and education.,61,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_8,Courteous and helpful office staff.,81,
STARLING PHYSICIANS PC,7517863749,CT,CAHPS_GRP_9,Clinicians working together for your care.,75,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_10,Between visit communication.,64,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_12,Attention to patient medication cost.,21,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_2,How well clinicians communicate.,,8
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_3,Patients' rating of clinicians.,82,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_5,Health promotion and education.,65,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_8,Courteous and helpful office staff.,,8
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,7517864754,TX,CAHPS_GRP_9,Clinicians working together for your care.,67,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",49,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_10,Between visit communication.,45,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_12,Attention to patient medication cost.,28,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_2,How well clinicians communicate.,82,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_3,Patients' rating of clinicians.,75,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_5,Health promotion and education.,59,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_8,Courteous and helpful office staff.,75,
MERCY HOSPITAL AND MEDICAL CENTER,7618861105,IL,CAHPS_GRP_9,Clinicians working together for your care.,70,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_10,Between visit communication.,50,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_12,Attention to patient medication cost.,33,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_2,How well clinicians communicate.,84,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_3,Patients' rating of clinicians.,84,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_5,Health promotion and education.,53,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_8,Courteous and helpful office staff.,81,
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,7618871799,SC,CAHPS_GRP_9,Clinicians working together for your care.,75,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_10,Between visit communication.,70,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_12,Attention to patient medication cost.,22,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_2,How well clinicians communicate.,84,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_3,Patients' rating of clinicians.,85,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_5,Health promotion and education.,64,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_8,Courteous and helpful office staff.,87,
KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,7618880097,WA,CAHPS_GRP_9,Clinicians working together for your care.,75,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",51,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_10,Between visit communication.,53,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_12,Attention to patient medication cost.,24,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_2,How well clinicians communicate.,,8
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_3,Patients' rating of clinicians.,77,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_5,Health promotion and education.,64,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_8,Courteous and helpful office staff.,81,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,7618880766,IL,CAHPS_GRP_9,Clinicians working together for your care.,75,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_10,Between visit communication.,53,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_12,Attention to patient medication cost.,35,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_2,How well clinicians communicate.,83,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_3,Patients' rating of clinicians.,82,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_5,Health promotion and education.,69,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_8,Courteous and helpful office staff.,85,
OLATHE MEDICAL SERVICES INC,7618881905,KS,CAHPS_GRP_9,Clinicians working together for your care.,79,
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_10,Between visit communication.,,8
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_12,Attention to patient medication cost.,,8
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_2,How well clinicians communicate.,,8
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_3,Patients' rating of clinicians.,,8
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_5,Health promotion and education.,68,
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_8,Courteous and helpful office staff.,,8
READING HEALTH PHYSICIAN NETWORK,7618889213,PA,CAHPS_GRP_9,Clinicians working together for your care.,,8
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",37,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_10,Between visit communication.,50,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_12,Attention to patient medication cost.,27,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_2,How well clinicians communicate.,74,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_3,Patients' rating of clinicians.,67,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_5,Health promotion and education.,56,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_8,Courteous and helpful office staff.,64,
NORTHWEST ALLIED PHYSICIANS LLC,7618972514,AZ,CAHPS_GRP_9,Clinicians working together for your care.,62,
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_10,Between visit communication.,,8
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_12,Attention to patient medication cost.,23,
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_2,How well clinicians communicate.,,8
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_3,Patients' rating of clinicians.,,8
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_5,Health promotion and education.,51,
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_8,Courteous and helpful office staff.,74,
"ORTHOPEDIC SPECIALISTS OF NORTH AMERICA, PLLC",7719014505,AZ,CAHPS_GRP_9,Clinicians working together for your care.,,8
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_10,Between visit communication.,37,
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_12,Attention to patient medication cost.,34,
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_2,How well clinicians communicate.,,8
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_3,Patients' rating of clinicians.,,8
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_5,Health promotion and education.,58,
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_8,Courteous and helpful office staff.,83,
"GENESIS MEDICAL GROUP, LLC",7719040385,OH,CAHPS_GRP_9,Clinicians working together for your care.,73,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_10,Between visit communication.,65,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_12,Attention to patient medication cost.,22,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_2,How well clinicians communicate.,84,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_3,Patients' rating of clinicians.,85,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_5,Health promotion and education.,64,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_8,Courteous and helpful office staff.,88,
SIGNATURE HEALTHCARE MEDICAL GROUP INC,7719876267,MA,CAHPS_GRP_9,Clinicians working together for your care.,78,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_1,"Getting timely care, appointments, and information.",69,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_10,Between visit communication.,54,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_12,Attention to patient medication cost.,25,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_2,How well clinicians communicate.,88,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_3,Patients' rating of clinicians.,87,
LRGHEALTHCARE,8820908189,NH,CAHPS_GRP_10,Between visit communication.,55,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_5,Health promotion and education.,64,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_8,Courteous and helpful office staff.,88,
"ST PAUL PLACE SPECIALISTS, INC.",7719882943,MD,CAHPS_GRP_9,Clinicians working together for your care.,80,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_10,Between visit communication.,56,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_12,Attention to patient medication cost.,30,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_2,How well clinicians communicate.,83,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_3,Patients' rating of clinicians.,87,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_5,Health promotion and education.,73,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_8,Courteous and helpful office staff.,85,
UNIVERSITY OF CHICAGO,7719899426,IN,CAHPS_GRP_9,Clinicians working together for your care.,76,
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_10,Between visit communication.,56,
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_12,Attention to patient medication cost.,21,
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_2,How well clinicians communicate.,,8
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_3,Patients' rating of clinicians.,,8
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_5,Health promotion and education.,65,
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_8,Courteous and helpful office staff.,76,
BANNER UNIVERSITY MEDICAL GROUP,7719899871,AZ,CAHPS_GRP_9,Clinicians working together for your care.,71,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_10,Between visit communication.,66,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_12,Attention to patient medication cost.,23,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_2,How well clinicians communicate.,76,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_3,Patients' rating of clinicians.,73,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_5,Health promotion and education.,60,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_8,Courteous and helpful office staff.,85,
MULTICARE HEALTH SYSTEM,7719899897,WA,CAHPS_GRP_9,Clinicians working together for your care.,75,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_10,Between visit communication.,56,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_12,Attention to patient medication cost.,20,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_2,How well clinicians communicate.,82,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_3,Patients' rating of clinicians.,78,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_5,Health promotion and education.,55,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661,CA,CAHPS_GRP_9,Clinicians working together for your care.,71,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",50,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_10,Between visit communication.,51,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_12,Attention to patient medication cost.,26,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_2,How well clinicians communicate.,80,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_3,Patients' rating of clinicians.,76,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_5,Health promotion and education.,57,
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_8,Courteous and helpful office staff.,,8
"PARK SLOPE MEDICINE, P.C.",7810809936,NY,CAHPS_GRP_9,Clinicians working together for your care.,70,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_10,Between visit communication.,59,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_12,Attention to patient medication cost.,30,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_2,How well clinicians communicate.,84,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_3,Patients' rating of clinicians.,85,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_5,Health promotion and education.,68,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_8,Courteous and helpful office staff.,80,
PHYSICIANS REFERRAL SERVICE,7911801410,TX,CAHPS_GRP_9,Clinicians working together for your care.,79,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_10,Between visit communication.,58,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_12,Attention to patient medication cost.,26,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_2,How well clinicians communicate.,82,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_3,Patients' rating of clinicians.,78,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_5,Health promotion and education.,61,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_8,Courteous and helpful office staff.,80,
CLEVELAND CLINIC - WESTON,7911807128,FL,CAHPS_GRP_9,Clinicians working together for your care.,76,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_10,Between visit communication.,55,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_12,Attention to patient medication cost.,29,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_2,How well clinicians communicate.,83,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_3,Patients' rating of clinicians.,80,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_5,Health promotion and education.,58,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_8,Courteous and helpful office staff.,82,
FAMILY HEALTH GROUP INC.,7911810742,TN,CAHPS_GRP_9,Clinicians working together for your care.,77,
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_10,Between visit communication.,,8
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_12,Attention to patient medication cost.,24,
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_2,How well clinicians communicate.,,8
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_3,Patients' rating of clinicians.,,8
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_5,Health promotion and education.,55,
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_8,Courteous and helpful office staff.,78,
ST PETERS COMMUNITY HOSPITAL,7911814926,MT,CAHPS_GRP_9,Clinicians working together for your care.,,8
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_12,Attention to patient medication cost.,30,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_2,How well clinicians communicate.,74,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_3,Patients' rating of clinicians.,70,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_5,Health promotion and education.,60,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_8,Courteous and helpful office staff.,73,
TRINITY HEALTH,7911816020,ND,CAHPS_GRP_9,Clinicians working together for your care.,68,
ALLIANCE HEALTH SERVICES,8022019215,NH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,
ALLIANCE HEALTH SERVICES,8022019215,NH,CAHPS_GRP_10,Between visit communication.,67,
ALLIANCE HEALTH SERVICES,8022019215,NH,CAHPS_GRP_12,Attention to patient medication cost.,26,
ALLIANCE HEALTH SERVICES,8022019215,NH,CAHPS_GRP_2,How well clinicians communicate.,82,
ALLIANCE HEALTH SERVICES,8022019215,NH,CAHPS_GRP_3,Patients' rating of clinicians.,78,
ALLIANCE HEALTH SERVICES,8022019215,NH,CAHPS_GRP_5,Health promotion and education.,64,
